date,open,close,high,low,volume,amount,amplitude,pct_change,change_amount,turnover
2025-08-12,3.117,3.135,3.149,3.117,1049482,344012480.0,1.03,0.58,0.018,1.64
2025-08-13,3.135,3.115,3.139,3.112,1079083,351994155.0,0.86,-0.64,-0.02,1.68
2025-08-14,3.115,3.094,3.122,3.091,1092527,354894970.0,1.0,-0.67,-0.021,1.7
2025-08-15,3.09,3.088,3.09,3.066,1299361,418361746.0,0.78,-0.19,-0.006,2.03
2025-08-18,3.087,3.08,3.093,3.071,1349691,434845368.0,0.71,-0.26,-0.008,2.11
2025-08-19,3.078,3.074,3.08,3.069,1032323,332002502.0,0.36,-0.19,-0.006,1.61
2025-08-20,3.071,3.097,3.098,3.063,1129755,364871739.0,1.14,0.75,0.023,1.76
2025-08-21,3.097,3.113,3.115,3.088,1279082,415674551.0,0.87,0.52,0.016,2.0
2025-08-22,3.115,3.11,3.115,3.083,1692019,547820885.0,1.03,-0.1,-0.003,2.64
2025-08-25,3.111,3.13,3.131,3.1,1763786,574875219.0,1.0,0.64,0.02,2.75
2025-08-26,3.127,3.118,3.13,3.117,1070616,349638135.0,0.42,-0.38,-0.012,1.67
2025-08-27,3.115,3.065,3.116,3.062,1908969,616117897.0,1.73,-1.7,-0.053,2.98
2025-08-28,3.062,3.062,3.071,3.033,2241811,716433418.0,1.24,-0.1,-0.003,3.5
2025-08-29,3.058,3.046,3.084,3.043,1809807,579134004.0,1.34,-0.52,-0.016,2.82
2025-09-01,3.045,3.028,3.055,3.021,2129620,676408329.0,1.12,-0.59,-0.018,3.32
2025-09-02,3.028,3.043,3.044,3.022,1386062,440228971.0,0.73,0.5,0.015,2.16
2025-09-03,3.042,3.01,3.045,3.005,1751306,553425776.0,1.31,-1.08,-0.033,2.73
2025-09-04,3.006,3.029,3.032,2.979,2045584,643178290.0,1.76,0.63,0.019,3.19
2025-09-05,3.023,3.019,3.024,3.001,1351636,426184701.0,0.76,-0.33,-0.01,2.11
2025-09-08,3.017,3.025,3.028,3.009,1117115,353563515.0,0.63,0.2,0.006,1.74
2025-09-09,3.025,3.027,3.031,3.012,1026773,325048395.0,0.63,0.07,0.002,1.6
2025-09-10,3.024,3.026,3.029,3.013,865659,274032957.0,0.53,-0.03,-0.001,1.35
2025-09-11,3.024,3.031,3.031,3.007,1754925,554593269.0,0.79,0.17,0.005,2.74
2025-09-12,3.028,3.016,3.035,3.011,1360004,430411442.0,0.79,-0.49,-0.015,2.12
2025-09-15,3.013,2.999,3.013,2.992,1633607,513234756.0,0.7,-0.56,-0.017,2.55
2025-09-16,3.002,2.992,3.016,2.988,1152566,361916019.0,0.93,-0.23,-0.007,1.8
2025-09-17,2.991,3.006,3.01,2.982,1556716,489338053.0,0.94,0.47,0.014,2.43
2025-09-18,3.007,2.953,3.007,2.939,3433799,1068605314.0,2.26,-1.76,-0.053,5.36
2025-09-19,2.953,2.97,2.971,2.934,2549076,789274234.0,1.25,0.58,0.017,3.98
2025-09-22,2.969,2.944,2.97,2.937,1405483,434515263.0,1.11,-0.88,-0.026,2.19
2025-09-23,2.944,2.962,2.964,2.927,2266503,701061686.0,1.26,0.61,0.018,3.54
2025-09-24,2.957,2.968,2.979,2.95,1472298,457454869.0,0.98,0.2,0.006,2.3
2025-09-25,2.963,2.954,2.965,2.94,1327719,410443852.0,0.84,-0.47,-0.014,2.07
2025-09-26,2.952,2.955,2.961,2.937,1374953,425490676.0,0.81,0.03,0.001,2.15
2025-09-29,2.948,2.95,2.962,2.929,2148054,662483851.0,1.12,-0.17,-0.005,3.35
2025-09-30,2.948,2.939,2.949,2.93,1154267,355382758.0,0.64,-0.37,-0.011,1.8
2025-10-09,2.939,2.96,2.96,2.925,1929474,594695149.0,1.19,0.71,0.021,3.01
2025-10-10,2.957,2.993,2.998,2.948,2659473,832048253.0,1.69,1.11,0.033,4.15
2025-10-13,2.982,2.997,3.002,2.951,2384906,743812669.0,1.7,0.13,0.004,3.72
2025-10-14,2.996,3.061,3.062,2.983,4742432,1507596097.0,2.64,2.14,0.064,7.4
2025-10-15,3.06,3.064,3.072,3.044,2384312,763943699.0,0.91,0.1,0.003,3.72
2025-10-16,3.058,3.096,3.101,3.054,2420802,781310136.0,1.53,1.04,0.032,3.78
2025-10-17,3.096,3.086,3.125,3.081,2439190,792139562.0,1.42,-0.32,-0.01,3.81
2025-10-20,3.086,3.113,3.115,3.057,2526386,816254793.0,1.88,0.87,0.027,3.94
2025-10-21,3.1,3.105,3.11,3.085,1603584,519618096.0,0.8,-0.26,-0.008,2.5
2025-10-22,3.098,3.11,3.113,3.095,1177322,382621933.0,0.58,0.16,0.005,1.84
2025-10-23,3.105,3.135,3.14,3.105,2259497,739691906.0,1.13,0.8,0.025,3.53
2025-10-24,3.122,3.116,3.13,3.111,1955657,637760802.0,0.61,-0.61,-0.019,3.05
2025-10-27,3.11,3.129,3.143,3.092,1816023,592349598.0,1.64,0.42,0.013,2.83
2025-10-28,3.125,3.124,3.136,3.11,1229884,401591094.0,0.83,-0.16,-0.005,1.92
2025-10-29,3.122,3.106,3.122,3.087,1712947,555620855.0,1.12,-0.58,-0.018,2.67
2025-10-30,3.102,3.105,3.128,3.099,1148432,373835004.0,0.93,-0.03,-0.001,1.79
2025-10-31,3.104,3.097,3.105,3.082,1144085,370000179.0,0.74,-0.26,-0.008,1.79
2025-11-03,3.097,3.14,3.142,3.096,1916338,626811594.0,1.49,1.39,0.043,2.99
2025-11-04,3.14,3.17,3.184,3.137,2230019,737846054.0,1.5,0.96,0.03,3.48
2025-11-05,3.163,3.179,3.189,3.149,1289430,427582154.0,1.26,0.28,0.009,2.01
2025-11-06,3.172,3.183,3.192,3.159,943283,313556933.0,1.04,0.13,0.004,1.47
2025-11-07,3.183,3.188,3.207,3.182,758414,252940407.0,0.79,0.16,0.005,1.18
2025-11-10,3.185,3.213,3.215,3.174,950779,318181716.0,1.29,0.78,0.025,1.48
2025-11-11,3.211,3.204,3.211,3.184,919180,307055315.0,0.84,-0.28,-0.009,1.43
2025-11-12,3.202,3.217,3.232,3.202,1093402,367505154.0,0.94,0.41,0.013,1.71
2025-11-13,3.209,3.218,3.225,3.193,1030800,345429308.0,0.99,0.03,0.001,1.61
2025-11-14,3.213,3.205,3.238,3.203,992268,333939431.0,1.09,-0.4,-0.013,1.55
2025-11-17,3.205,3.186,3.205,3.168,1345215,447738536.0,1.15,-0.59,-0.019,2.1
2025-11-18,3.181,3.141,3.184,3.13,1786816,588238947.0,1.69,-1.41,-0.045,2.79
2025-11-19,3.14,3.157,3.165,3.139,1057952,348660939.0,0.83,0.51,0.016,1.65
2025-11-20,3.156,3.157,3.19,3.152,1026511,339974086.0,1.2,0.0,0.0,1.6
2025-11-21,3.147,3.112,3.157,3.107,2039587,666227783.0,1.58,-1.43,-0.045,3.18
2025-11-24,3.11,3.084,3.122,3.084,1711804,553967594.0,1.22,-0.9,-0.028,2.67
2025-11-25,3.083,3.1,3.103,3.077,1299588,420361711.0,0.84,0.52,0.016,2.03
2025-11-26,3.097,3.083,3.109,3.08,1472229,475840020.0,0.94,-0.55,-0.017,2.3
2025-11-27,3.083,3.087,3.096,3.065,1243189,401048374.0,1.01,0.13,0.004,1.94
2025-11-28,3.087,3.087,3.089,3.072,899713,290065589.0,0.55,0.0,0.0,1.4
2025-12-01,3.087,3.102,3.102,3.079,1145602,370453373.0,0.75,0.49,0.015,1.79
2025-12-02,3.101,3.106,3.107,3.093,983408,319016055.0,0.45,0.13,0.004,1.53
2025-12-03,3.103,3.098,3.121,3.093,946568,307606155.0,0.9,-0.26,-0.008,1.48
2025-12-04,3.095,3.085,3.105,3.081,850259,274815447.0,0.77,-0.42,-0.013,1.33
2025-12-05,3.084,3.083,3.087,3.063,1072889,345204617.0,0.78,-0.06,-0.002,1.67
2025-12-08,3.082,3.067,3.084,3.05,1959975,628441255.0,1.1,-0.52,-0.016,3.06
2025-12-09,3.06,3.041,3.061,3.038,1437445,458517490.0,0.75,-0.85,-0.026,2.24
2025-12-10,3.043,3.028,3.048,3.017,1508703,478269249.0,1.02,-0.43,-0.013,2.35
2025-12-11,3.028,3.012,3.031,3.002,1835372,579234276.0,0.96,-0.53,-0.016,2.86
2025-12-12,3.012,2.999,3.016,2.992,1801222,565760514.0,0.8,-0.43,-0.013,2.81
2025-12-15,3.0,3.025,3.032,2.99,1476489,467091226.0,1.4,0.87,0.026,2.3
2025-12-16,3.024,2.997,3.024,2.992,2185813,686949710.0,1.06,-0.93,-0.028,3.41
2025-12-17,2.993,3.0,3.011,2.981,1579985,495539898.0,1.0,0.1,0.003,2.47
2025-12-18,3.0,3.032,3.037,2.997,1622481,513315654.0,1.33,1.07,0.032,2.53
2025-12-19,3.032,3.031,3.04,3.016,1276725,404755029.0,0.79,-0.03,-0.001,1.99
2025-12-22,3.031,3.016,3.031,3.012,1504320,475517527.0,0.63,-0.49,-0.015,2.35
2025-12-23,3.015,3.017,3.03,3.012,1218230,385373319.0,0.6,0.03,0.001,1.9
2025-12-24,3.017,3.022,3.023,3.003,1271334,401114744.0,0.66,0.17,0.005,1.98
2025-12-25,3.022,3.031,3.034,3.02,1127728,357444737.0,0.46,0.3,0.009,1.76
2025-12-26,3.027,3.044,3.044,3.024,1214765,386249074.0,0.66,0.43,0.013,1.9
2025-12-29,3.044,3.042,3.057,3.029,1552065,494659817.0,0.92,-0.07,-0.002,2.42
2025-12-30,3.036,3.045,3.051,3.028,1374696,437951361.0,0.76,0.1,0.003,2.15
2025-12-31,3.045,3.04,3.051,3.032,1058800,337059439.0,0.62,-0.16,-0.005,1.65
2026-01-05,3.04,3.037,3.05,3.027,1607098,510847599.0,0.76,-0.1,-0.003,2.51
2026-01-06,3.037,3.075,3.076,3.029,2122084,677876074.0,1.55,1.25,0.038,3.31
2026-01-07,3.075,3.089,3.089,3.059,1453188,467902780.0,0.98,0.46,0.014,2.27
2026-01-08,3.087,3.078,3.088,3.07,1090211,351116569.0,0.58,-0.36,-0.011,1.7
2026-01-09,3.078,3.091,3.092,3.073,1217501,392760656.0,0.62,0.42,0.013,1.9
2026-01-12,3.09,3.088,3.094,3.071,1424054,459145758.0,0.74,-0.1,-0.003,2.22
2026-01-13,3.085,3.086,3.102,3.081,1411420,456857959.0,0.68,-0.06,-0.002,2.2
2026-01-14,3.085,3.056,3.093,3.054,1944569,625541707.0,1.26,-0.97,-0.03,3.03
2026-01-15,3.056,3.045,3.066,3.04,1533200,490206980.0,0.85,-0.36,-0.011,2.39
2026-01-16,3.046,3.02,3.057,3.012,2546637,808039637.0,1.48,-0.82,-0.025,3.97
2026-01-19,3.02,3.036,3.037,3.011,1692457,536333533.0,0.86,0.53,0.016,2.64
2026-01-20,3.037,3.074,3.075,3.032,1943691,621283721.0,1.42,1.25,0.038,3.03
2026-01-21,3.078,3.057,3.079,3.052,3018778,923943262.0,0.88,-0.55,-0.017,4.71
2026-01-22,3.059,3.077,3.08,3.055,1558018,478674278.0,0.82,0.65,0.02,2.43
2026-01-23,3.081,3.069,3.082,3.059,1611766,494701122.0,0.75,-0.26,-0.008,2.52
2026-01-26,3.069,3.106,3.109,3.064,2118313,654976910.0,1.47,1.21,0.037,3.31
2026-01-27,3.106,3.081,3.113,3.075,2602109,804341780.0,1.22,-0.8,-0.025,4.06
2026-01-28,3.082,3.132,3.148,3.072,3298950,1028739544.0,2.47,1.66,0.051,5.15
2026-01-29,3.134,3.166,3.168,3.12,2256031,709880740.0,1.53,1.09,0.034,3.52
2026-01-30,3.165,3.144,3.196,3.124,2645934,834801090.0,2.27,-0.69,-0.022,4.13
2026-02-02,3.137,3.046,3.138,3.042,4010476,1235729327.0,3.05,-3.12,-0.098,6.26
2026-02-03,3.049,3.051,3.064,3.028,2379582,724610538.0,1.18,0.16,0.005,3.71
2026-02-04,3.056,3.15,3.153,3.056,4374666,1363521066.0,3.18,3.24,0.099,6.83
2026-02-05,3.132,3.136,3.143,3.112,1492115,466573398.0,0.98,-0.44,-0.014,2.33
2026-02-06,3.11,3.126,3.141,3.1,1513444,472796203.0,1.31,-0.32,-0.01,2.36
2026-02-09,3.126,3.144,3.146,3.125,931810,292349656.0,0.67,0.58,0.018,1.45
2026-02-10,3.144,3.156,3.16,3.132,1188537,374162405.0,0.89,0.38,0.012,1.85
2026-02-11,3.153,3.183,3.192,3.143,2247075,713970108.0,1.55,0.86,0.027,3.51
2026-02-12,3.185,3.18,3.198,3.169,1420123,452049042.0,0.91,-0.09,-0.003,2.22
2026-02-13,3.17,3.137,3.175,3.134,1489833,469202890.0,1.29,-1.35,-0.043,2.32
2026-02-24,3.152,3.19,3.196,3.152,2172995,691885851.0,1.4,1.69,0.053,3.39
2026-02-25,3.19,3.194,3.237,3.187,3638032,1167864053.0,1.57,0.13,0.004,5.68
2026-02-26,3.197,3.195,3.211,3.178,1207771,385766967.0,1.03,0.03,0.001,1.88
2026-02-27,3.193,3.232,3.237,3.19,2063675,665145099.0,1.47,1.16,0.037,3.22
2026-03-02,3.275,3.303,3.306,3.235,3251904,1065672481.0,2.2,2.2,0.071,5.07
2026-03-03,3.306,3.367,3.404,3.296,3741153,1253251550.0,3.27,1.94,0.064,5.84
2026-03-04,3.341,3.304,3.341,3.251,1682921,553439482.0,2.67,-1.87,-0.063,2.63
2026-03-05,3.283,3.291,3.312,3.255,1385305,454326194.0,1.73,-0.39,-0.013,2.16
2026-03-06,3.282,3.285,3.29,3.253,1227179,401360823.0,1.12,-0.18,-0.006,1.92
2026-03-09,3.347,3.309,3.373,3.308,2021999,675842638.0,1.98,0.73,0.024,3.16
2026-03-10,3.256,3.27,3.283,3.24,1296122,423148675.0,1.3,-1.18,-0.039,2.02
2026-03-11,3.263,3.313,3.317,3.24,1340465,439613998.0,2.35,1.31,0.043,2.09
2026-03-12,3.325,3.381,3.392,3.313,2074272,698295169.0,2.38,2.05,0.068,3.24
2026-03-13,3.38,3.364,3.408,3.358,2042364,690999168.0,1.48,-0.5,-0.017,3.19
2026-03-16,3.365,3.335,3.381,3.33,1135786,379859829.0,1.52,-0.86,-0.029,1.77
2026-03-17,3.325,3.309,3.349,3.308,1120498,372500010.0,1.23,-0.78,-0.026,1.75
2026-03-18,3.308,3.296,3.319,3.261,1185168,389647686.0,1.75,-0.39,-0.013,1.85
2026-03-19,3.306,3.305,3.329,3.296,1345936,445624309.0,1.0,0.27,0.009,2.1
2026-03-20,3.275,3.296,3.329,3.273,1074156,355018429.0,1.69,-0.27,-0.009,1.68
2026-03-23,3.305,3.234,3.306,3.226,2022804,660155165.0,2.43,-1.88,-0.062,3.16
2026-03-24,3.23,3.269,3.27,3.227,1398703,455037626.0,1.33,1.08,0.035,2.18
2026-03-25,3.25,3.256,3.257,3.21,1575615,509345306.0,1.44,-0.4,-0.013,2.46
2026-03-26,3.251,3.268,3.288,3.248,1148295,375558985.0,1.23,0.37,0.012,1.79
2026-03-27,3.267,3.267,3.283,3.243,887788,289198915.0,1.22,-0.03,-0.001,1.39
2026-03-30,3.262,3.299,3.304,3.262,1081540,355809927.0,1.29,0.98,0.032,1.69
2026-03-31,3.293,3.251,3.314,3.248,1590399,519957179.0,2.0,-1.45,-0.048,2.48
2026-04-01,3.248,3.241,3.269,3.236,1322342,429458774.0,1.02,-0.31,-0.01,2.06
2026-04-02,3.24,3.258,3.27,3.238,1002087,326342217.0,0.99,0.52,0.017,1.56
2026-04-03,3.256,3.216,3.259,3.204,1523366,490888645.0,1.69,-1.29,-0.042,2.38
2026-04-07,3.217,3.228,3.232,3.196,1021184,328441978.0,1.12,0.37,0.012,1.59
2026-04-08,3.21,3.227,3.228,3.186,1714533,549273612.0,1.3,-0.03,-0.001,2.68
2026-04-09,3.222,3.212,3.232,3.202,792582,254702266.0,0.93,-0.46,-0.015,1.24
2026-04-10,3.211,3.218,3.231,3.205,839606,270381505.0,0.81,0.19,0.006,1.31
2026-04-13,3.225,3.223,3.233,3.202,1137072,365930898.0,0.96,0.16,0.005,1.77
2026-04-14,3.216,3.223,3.224,3.205,991290,318664154.0,0.59,0.0,0.0,1.55
2026-04-15,3.221,3.24,3.242,3.206,1155045,372895343.0,1.12,0.53,0.017,1.8
2026-04-16,3.23,3.244,3.251,3.23,942203,305409124.0,0.65,0.12,0.004,1.47
2026-04-17,3.24,3.218,3.244,3.216,1068333,344442966.0,0.86,-0.8,-0.026,1.67
2026-04-20,3.219,3.225,3.235,3.212,896280,288666367.0,0.71,0.22,0.007,1.4
2026-04-21,3.224,3.265,3.273,3.222,2186009,712181256.0,1.58,1.24,0.04,3.41
2026-04-22,3.268,3.269,3.281,3.259,1127009,368498363.0,0.67,0.12,0.004,1.76
2026-04-23,3.269,3.293,3.294,3.253,1213083,397569032.0,1.25,0.73,0.024,1.89
2026-04-24,3.277,3.28,3.292,3.266,1460046,478523898.0,0.79,-0.39,-0.013,2.28
2026-04-27,3.27,3.275,3.293,3.264,1008522,330541990.0,0.88,-0.15,-0.005,1.57
2026-04-28,3.27,3.325,3.326,3.265,1653365,545846331.0,1.86,1.53,0.05,2.58
2026-04-29,3.315,3.347,3.36,3.313,1395719,466652880.0,1.41,0.66,0.022,2.18
2026-04-30,3.34,3.341,3.357,3.324,1434351,478767666.0,0.99,-0.18,-0.006,2.24
2026-05-06,3.335,3.341,3.342,3.3,1451800,481710572.0,1.26,0.0,0.0,2.27
2026-05-07,3.327,3.272,3.327,3.268,2937811,964538060.0,1.77,-2.07,-0.069,4.58
2026-05-08,3.273,3.261,3.292,3.25,1593841,519812739.0,1.28,-0.34,-0.011,2.49
2026-05-11,3.261,3.263,3.276,3.253,1463540,477609074.0,0.71,0.06,0.002,2.28
2026-05-12,3.26,3.257,3.284,3.255,1171480,382461892.0,0.89,-0.18,-0.006,1.83
2026-05-13,3.258,3.244,3.271,3.23,1220950,396171454.0,1.26,-0.4,-0.013,1.91
2026-05-14,3.244,3.223,3.246,3.222,1022441,330506928.0,0.74,-0.65,-0.021,1.6
2026-05-15,3.224,3.223,3.244,3.21,1605664,517776590.0,1.05,0.0,0.0,2.51
2026-05-18,3.22,3.217,3.234,3.2,1885325,605137252.0,1.05,-0.19,-0.006,2.94
2026-05-19,3.217,3.222,3.228,3.208,961249,309449822.0,0.62,0.16,0.005,1.5
2026-05-20,3.222,3.215,3.23,3.208,1357173,436881640.0,0.68,-0.22,-0.007,2.12
2026-05-21,3.205,3.172,3.215,3.167,2302791,734993648.0,1.49,-1.34,-0.043,3.59
2026-05-22,3.173,3.156,3.175,3.138,1680864,530077819.0,1.17,-0.5,-0.016,2.62
2026-05-25,3.178,3.185,3.219,3.178,1972914,630135948.0,1.3,0.92,0.029,3.08
2026-05-26,3.178,3.186,3.192,3.163,1241574,394360503.0,0.91,0.03,0.001,1.94
2026-05-27,3.18,3.17,3.183,3.143,1784287,563920657.0,1.26,-0.5,-0.016,2.78
2026-05-28,3.163,3.17,3.193,3.157,1444370,459099902.0,1.14,0.0,0.0,2.25
2026-05-29,3.165,3.206,3.212,3.162,2132096,681631366.0,1.58,1.14,0.036,3.33
2026-06-01,3.212,3.308,3.315,3.206,3575145,1169340845.0,3.4,3.18,0.102,5.58
2026-06-02,3.307,3.343,3.365,3.298,2003118,668564031.0,2.03,1.09,0.036,3.21
2026-06-03,3.29,3.324,3.339,3.264,2180349,718390296.0,2.27,0.48,0.016,3.61
